name,weat_es_weat_3,weat_es_weat_4,weat_es_weat_5,rnsb_weat_3,rnsb_weat_4,rnsb_weat_5,precision_diff,recall_diff,f1_diff
db_weat_race_overbias_0.4,0.4386264054926092,0.6486540061186559,1.0393163583184075,0.11467885409082826,0.20633705143667141,0.1824000085784921,-0.03548380496986636,-0.15232784838128788,-0.09553162964418405
db_weat_race_overbias_0.5,0.17618031629872982,0.48059925486954347,0.8744765239676396,0.0757953777198973,0.12754611437656668,0.13889102666028402,-0.036133495793151615,-0.15429813081600297,-0.09723981454360509
db_weat_race_overbias_0.6,0.4224969844505231,0.6822383583011722,0.8725662942564972,0.09764758520049717,0.1672287819045874,0.14806151644187643,-0.03216945127390447,-0.1539973164463796,-0.09494794100039283
db_weat_race_overbias_0.7,0.32192909519683377,0.5439746505816517,0.677934897807544,0.09151784367086635,0.1448132102936685,0.11542771935267764,-0.034098415166234464,-0.15884549305646,-0.0989816588869249
db_weat_race_overbias_0.8,0.2006167494850266,0.6596620111088887,0.8106692520381,0.0463328730257781,0.15473664860688863,0.11899042327118425,-0.04492243664482942,-0.1315127344749808,-0.08993948148720876
db_weat_race_overbias_0.9,0.20953834654257028,0.553381562458992,0.8571385442065781,0.06004909542043428,0.16336747081906902,0.1358202924614184,-0.04635787104901068,-0.14154918366629654,-0.09471918723040884
ar_weat_race_debias_reg1e-1_sim0.0_ant0.0,-0.5743353981561617,-0.02632090063504296,0.5666163863247012,-0.04093920723808053,-0.003143111384728503,0.016979145441121613,-0.03735994459932168,-0.15364791693801982,-0.09687982247554838
ar_weat_race_debias_reg1e-1_sim0.0_ant1.0,-0.6866433424059898,-0.1792832250984471,0.4697416602472307,-0.04877800511058,-0.011157445085028417,0.01412668613011031,-0.03911198644519431,-0.1481784707879269,-0.09491812697652746
ar_weat_race_debias_reg1e-1_sim1.0_ant0.0,-0.6351424580824925,-0.10020264535810645,0.5577119996898687,-0.04573966748894276,-0.006913563140770185,0.016718725111333932,-0.04061446469393559,-0.14611101807573912,-0.09477384576011472
ar_weat_race_debias_reg1e-1_sim1.0_ant1.0,-0.7352652040382922,-0.316841378635632,0.4133869403569374,-0.05369749530151341,-0.01894799586526319,0.012455400893926216,-0.041365769562302424,-0.15232784838128788,-0.09862862010524542
ar_weat_race_debias_reg5e-2_sim0.0_ant0.0,-1.0237451104266366,-0.7924585340056776,0.04224837470406946,-0.07215919964809725,-0.04425510464342969,0.0018272417539984542,-0.03382759505473265,-0.14910055469756267,-0.09275259747171682
ar_weat_race_debias_reg5e-2_sim0.0_ant1.0,-1.1870845876874736,-1.0459506349492214,-0.17245740020019726,-0.08720208126425455,-0.06127061933035187,-0.003517849435266285,-0.034494648571113395,-0.16485351063807785,-0.10305336246218155
ar_weat_race_debias_reg5e-2_sim1.0_ant0.0,-1.1000165742918242,-0.9197609893307933,-0.06981856602351556,-0.08062979979441613,-0.05299095600612702,-0.0009891464405935024,-0.04095999032197295,-0.14087932898754774,-0.09225944107123729
ar_weat_race_debias_reg5e-2_sim1.0_ant1.0,-1.2579808669454664,-1.1468134725432673,-0.3349451900541517,-0.09615132037434333,-0.07024297216787156,-0.007812361531067069,-0.046273112858243426,-0.1492121971440209,-0.09853286027477437
ar_weat_race_debias_reg1e-2_sim0.0_ant0.0,-1.8742806369389942,-1.9036825043667165,-1.7258316337111583,-0.2049865380852763,-0.20331061643295983,-0.06059016793756322,-0.023912797615729064,-0.1809413939179676,-0.10801309088492683
ar_weat_race_debias_reg1e-2_sim0.0_ant1.0,-1.941710534882737,-1.9599506899760482,-1.9164854033754004,-0.2980428181811209,-0.3033256924360587,-0.1138974784127325,-0.040805258647905074,-0.15539491447981857,-0.10052527360470487
ar_weat_race_debias_reg1e-2_sim1.0_ant0.0,-1.928362598335946,-1.9501894778783542,-1.8811629718689833,-0.2862173064625164,-0.289306898684233,-0.10013366272593527,-0.03676614085361196,-0.16108247689104738,-0.10321540239729965
ar_weat_race_debias_reg1e-2_sim1.0_ant1.0,-1.9726082073368016,-1.9843900033818254,-1.970950026163672,-0.45285685989823427,-0.46805715608575565,-0.21515870373911766,-0.037880632493885624,-0.14881421249692472,-0.09457942005007802
ar_weat_race_overbias_reg1e-1_sim0.0_ant0.0,0.4729792995086643,1.1092080769263621,1.240753688818334,0.03432618492648931,0.08356230298745237,0.04841695041114136,-0.04425823699779685,-0.1398166582934831,-0.09259549775107301
ar_weat_race_overbias_reg1e-1_sim0.0_ant1.0,0.5661226145042874,1.1966170871673971,1.3027810920567504,0.04267792407828486,0.09501004426060577,0.05231641220365396,-0.05522433250756942,-0.13595362290076018,-0.0955118426611119
ar_weat_race_overbias_reg1e-1_sim1.0_ant0.0,0.5295244021652611,1.1502894210893606,1.2620207515189774,0.03958248442690199,0.0902960803478039,0.050028984096542606,-0.04270402565617348,-0.1419471683133927,-0.09297078448246943
ar_weat_race_overbias_reg1e-1_sim1.0_ant1.0,0.644926347851473,1.240392799330828,1.319134917041098,0.05146504512475908,0.10489600292232089,0.05469486711023491,-0.039183139460518324,-0.1572246101301048,-0.09984944697256237
ar_weat_race_overbias_reg5e-2_sim0.0_ant0.0,0.8548771193857158,1.3676085411711525,1.426759940925794,0.0670004648128043,0.11809964418525425,0.05962634656383203,-0.039155971850397986,-0.1545214157089192,-0.09888811094882943
ar_weat_race_overbias_reg5e-2_sim0.0_ant1.0,1.0119355858709207,1.4646870073554472,1.4810375295213543,0.08669210625067474,0.14109181455510145,0.06739616584409847,-0.04988733636969789,-0.14251985271466872,-0.0965278971372816
ar_weat_race_overbias_reg5e-2_sim1.0_ant0.0,0.929594338150407,1.409718133740712,1.4624873524441742,0.07625441053220343,0.13241661938516627,0.06622632912223629,-0.040610311857097625,-0.14886279763566113,-0.09592511817440053
ar_weat_race_overbias_reg5e-2_sim1.0_ant1.0,1.0913595835449965,1.5231700203889427,1.512484040320447,0.100185848691834,0.1587750928108132,0.07409178360214423,-0.047375908756616014,-0.14638288810739175,-0.09751964279726855
ar_weat_race_overbias_reg1e-2_sim0.0_ant0.0,1.7736824385393635,1.8819273812359305,1.854269804845812,0.22065585347323147,0.2706455136791496,0.11354414466324111,-0.03360979577716294,-0.15999086185901212,-0.0991967224846142
ar_weat_race_overbias_reg1e-2_sim0.0_ant1.0,1.8965853496829181,1.930241479605365,1.9159706659750415,0.37527997544122,0.42824447590671744,0.18321431715065928,-0.04664833353052655,-0.14113672685021506,-0.0942013223366226
ar_weat_race_overbias_reg1e-2_sim1.0_ant0.0,1.8638002962888862,1.92109135582418,1.9073101519430211,0.3338437457773157,0.3923482786057365,0.17123501577263217,-0.03121404940707151,-0.15994227672027572,-0.09831729404264167
ar_weat_race_overbias_reg1e-2_sim1.0_ant1.0,1.9443201316708494,1.964211789720559,1.9618579411112598,0.5667349953138385,0.6111038166539459,0.3113022874669581,-0.038990812168902766,-0.1523909056890096,-0.09751168156127976
